reviewId,content,score,sentiment,clean_text
3540d22e-3c06-43ba-9cc3-8692f8ff4ce2,"puas banget pakai bank ini, banyak promonyaa hehe",5,positive,puas banget pakai bank ini banyak promonyaa hehe
ba44d7f7-2d88-4622-9423-778defd1b657,Bank yang memudahkan serta aplikasinya dengan fitur-fitur yang user friendly... keren.,5,positive,bank yang memudahkan serta aplikasinya dengan fiturfitur yang user friendly keren
8b4819e6-cf4f-42a7-9119-319e625da2a7,good,5,positive,good
d4217a7d-c057-44b7-ab6a-d644c6271b38,App bisa pindai kode QR tapi sayangnya beberapa merchant perlu menunjukkan QR bayar,3,negative,app bisa pindai kode qr tapi sayangnya beberapa merchant perlu menunjukkan qr bayar
f5bae90d-3463-428e-bd55-24a268f94613,"sering ngebug masalah log in, sering banget logged out sendiri, perlu segera pakai malah jadi sulit. password diganti tidak bisa dipakai, akhirnya harus reinstall""... baru kali ini pakai m-banking yang bikin sering telpon CS...",1,negative,sering ngebug masalah log in sering banget logged out sendiri perlu segera pakai malah jadi sulit password diganti tidak bisa dipakai akhirnya harus reinstall baru kali ini pakai mbanking yang bikin sering telpon cs
ed3c6f61-741c-4e83-8033-81c2ca47bb9e,"bintang 1 buat ngurangin saldo 5K tiap saldo transaksi kurang, gw mending transaksi pake bank lain aja",1,negative,bintang buat ngurangin saldo k tiap saldo transaksi kurang gw mending transaksi pake bank lain aja
e69a3948-fe05-45c2-a169-8b6705806b35,"sangat membantuu atur keuangan, fitur kantongnya sangat praktis untuk budgeting dan fitur gratis transtfernya sangat membantu tf ke bank lain",5,positive,sangat membantuu atur keuangan fitur kantongnya sangat praktis untuk budgeting dan fitur gratis transtfernya sangat membantu tf ke bank lain
9b503b8c-44cb-4a92-955d-d4b8fb125526,The fingerprint auth for transactions is amazing. less friction for user,5,positive,the fingerprint auth for transactions is amazing less friction for user
4e0aa214-2207-4986-a52f-7e2a317d53e2,"Bank lawak, rajanya ""internet connection lost"" 🤣",1,negative,bank lawak rajanya internet connection lost
119b0361-f9ab-4a52-92ae-c62e31c7d91d,"Great digital banking experience. The app is easy to use, transactions are fast, and the pockets feature really helps me manage my budget better. So far everything runs smoothly and very practical for daily use.",5,positive,great digital banking experience the app is easy to use transactions are fast and the pockets feature really helps me manage my budget better so far everything runs smoothly and very practical for daily use
4afed26f-c661-4a14-baff-d91b918263c5,"session management buruk, scan qr response time nya jelek, butuh login logout berkali kali cuman untuk bayar pake qris. fix this damn bug ASAP!!!!!",1,negative,session management buruk scan qr response time nya jelek butuh login logout berkali kali cuman untuk bayar pake qris fix this damn bug asap
236f8b96-d697-43aa-a9b1-f7d8ee6a1bf4,akun sy dh beberapa hari terkunci saya hub email n wa jawabn tetap 1 gk ada solusi,1,negative,akun sy dh beberapa hari terkunci saya hub email n wa jawabn tetap gk ada solusi
51f7addd-cb5b-4d5d-a609-bb7228f54122,"susah banget untuk buka blokir, padahal masih ada uang saya yang ada di rekening, saya terblokir karena saya blokir gopay saya, eh malah tabungan jago nya di blokir juga, dana yang ada di gopay saya sampai sekarang tidak bisa di gunakan, saya sangat kecewa akan pelayanan yang lambat dan bertele-trle",1,negative,susah banget untuk buka blokir padahal masih ada uang saya yang ada di rekening saya terblokir karena saya blokir gopay saya eh malah tabungan jago nya di blokir juga dana yang ada di gopay saya sampai sekarang tidak bisa di gunakan saya sangat kecewa akan pelayanan yang lambat dan berteletrle
7a497b50-8649-4241-b63c-6014895db2f0,excellent,5,positive,excellent
01bb3ef0-ee90-42ff-be54-c1a287510e4e,Very good,5,positive,very good
943fe4e0-a4f0-4b20-b135-3b04c84aaf80,"aplikasi yang keren, mudah penggunaanya, banyak fiturnya.",5,positive,aplikasi yang keren mudah penggunaanya banyak fiturnya
81a2a520-59f1-4bd6-a80e-ea7fd2d11c46,The bank is really good! It's easy to use and has very complete features. for transactions it is also easy and very cheap!,5,positive,the bank is really good its easy to use and has very complete features for transactions it is also easy and very cheap
6b8c1aac-4858-44c8-8c2e-d8ded337a4a0,gooddd,5,positive,gooddd
b9d21246-1aa5-4f52-b5bb-60f520c7f8c4,Saya dirampok bank Jago. Saya kena charge Biaya kekurangan saldo berkali kali sampai 200x. Total kerugian 1 juta.,1,negative,saya dirampok bank jago saya kena charge biaya kekurangan saldo berkali kali sampai x total kerugian juta
23f22856-8194-4631-a7ee-d406d50338d9,Transaksi di dalam dan luar negeri jauh lebih mudah,5,positive,transaksi di dalam dan luar negeri jauh lebih mudah
272f433b-133e-46b9-b5c7-fef39023a529,keren bgttt gaada admin bulanan kadang juga dapettt giftt. thank u bank jagoo 😍,5,positive,keren bgttt gaada admin bulanan kadang juga dapettt giftt thank u bank jagoo
5ad3e01a-595a-416b-9ecb-b0a2c3371e54,It's good for manage our money,5,positive,its good for manage our money
decd8fb6-8c7b-4f3d-b029-c9006fc4c8ad,"Paling bisa di andelin, bisa buka banyak kantong budgeting bisa pakai jago. ada keluhan bisa chat cs via wa atau email prosesnya sudah lumayan membantu",5,positive,paling bisa di andelin bisa buka banyak kantong budgeting bisa pakai jago ada keluhan bisa chat cs via wa atau email prosesnya sudah lumayan membantu
f23ee366-8c58-4b63-8345-0c250de0935a,"enak dipakai, mudah juga, banyak kantongnya. tersambung bibit jadi makin suka. gampang dipake juga",5,positive,enak dipakai mudah juga banyak kantongnya tersambung bibit jadi makin suka gampang dipake juga
6d3f6d4e-552e-494a-8288-dc3e98d3697a,"gud, graties atmin",5,positive,gud graties atmin
0e300770-47ac-4550-9dbd-82bc0e9fc6ec,oke,5,positive,oke
a85a0745-8606-44d5-80d7-e0904f05529f,satset,5,positive,satset
e2cc42f5-60f1-4fb1-984b-292faa223dd2,Transfer pending dari sejam yll. WHAT A BAD BANKING APP. GOTTA WITHDRAWAL MY MONEY ASAP,1,negative,transfer pending dari sejam yll what a bad banking app gotta withdrawal my money asap
06a452cc-6337-456c-92f2-feee6e0bebe0,UI ok jaringan ok experience ok banyak hadiah sip,5,positive,ui ok jaringan ok experience ok banyak hadiah sip
5666124e-6baf-4bda-b240-66c0919dab48,"Kemana aja gw gak tau ada jago, no wonder this app got 4.5 star reviews. I just tried their champ feature which is virtual debit 👍 since I couldn't afford the physical cc due to the faith prohibition edit: tolong angka pin-nya dikecilin jangan segede gaban gt, orang sebelah bisa lihat",5,positive,kemana aja gw gak tau ada jago no wonder this app got star reviews i just tried their champ feature which is virtual debit since i couldnt afford the physical cc due to the faith prohibition edit tolong angka pinnya dikecilin jangan segede gaban gt orang sebelah bisa lihat
80aacffd-27e5-4e3f-9fad-c35f5ac62b5b,"kerenn banget sumpah....., mantap sukses selalu jago yah, lovee u",5,positive,kerenn banget sumpah mantap sukses selalu jago yah lovee u
963f8cbd-ed8e-406a-8394-8b188fff7a45,ridiculous,1,negative,ridiculous
ceb51f26-cea5-4d28-966c-902ed4773bad,"Aplikasi mobile banking yang mudah untuk digunakan. desain UI/UX nya tidak sulid bagi pengguna M-Banking, justru akan terlihat mudah dihapal",5,positive,aplikasi mobile banking yang mudah untuk digunakan desain uiux nya tidak sulid bagi pengguna mbanking justru akan terlihat mudah dihapal
9784ee1c-ec92-4a40-9407-0c30224bef34,good apps for money management,5,positive,good apps for money management
8aa5617c-3e80-4471-b0ba-46a1a46b343d,cepet sat set mudah,5,positive,cepet sat set mudah
355cfbf3-c0a1-4a3e-81d4-666f29d999b0,"mudah digunakan, banyak kantong yang bermanfaat. terhubung langsung dengan bibit dan stockbit. memudahkan untuk investasi.",5,positive,mudah digunakan banyak kantong yang bermanfaat terhubung langsung dengan bibit dan stockbit memudahkan untuk investasi
8c74bbab-c354-4102-95c4-843145690022,Kak ... adain fitur bs beli asuransi jiwa endowment dong dan fitur nabung emas dong ...,3,negative,kak adain fitur bs beli asuransi jiwa endowment dong dan fitur nabung emas dong
617cc1de-1475-4d3d-bfe0-9fcd8fd8c4a6,good,5,positive,good
6e0fe863-9783-4f38-866a-4d69c6503d5b,"thankyou jago, aplikasinya keren, sisa penambahan fitur tampilin qrisnya aja🤍",5,positive,thankyou jago aplikasinya keren sisa penambahan fitur tampilin qrisnya aja
db3afcc3-b1c6-4673-a4ef-87c3995f8a68,tolong di buka untuk nasabah tetap fitur pinjaman nya,5,positive,tolong di buka untuk nasabah tetap fitur pinjaman nya
eafaacab-c6d0-4f3f-81e1-6b0d09950a5e,nice,5,positive,nice
6bfb5c58-1b3b-4a18-a235-0161cb69cb93,Kenapa alamat email dan no HP saya sudah terdaftar yah padahal saya belum punya akun bank jago?,5,positive,kenapa alamat email dan no hp saya sudah terdaftar yah padahal saya belum punya akun bank jago
a3895dc2-eedd-486f-95b8-406d03bff7b0,"Kartu Visa saya ada yang memakai untuk BLACKBOX Subscription. Saya sudah jelaskan bahwa itu bukan saya, tapi pihak Bank Jago, dalam responnya, tidak menunjukkan dukungan kepada saya. Malah seolah menganggap saya main-main. Ini terjadi setelah saya berlangganan Aliyun (alibabacloud). Sebelum ini, saya pernah berlangganan Google Cloud, Azure, AWS, dan Cloudflare. Tapi tidak ada kebocoran gini. Memang Bank Jago tidak bisa bantu unlink payment nya? Kalau itu saya, saya bisa batalkan sendiri.",1,negative,kartu visa saya ada yang memakai untuk blackbox subscription saya sudah jelaskan bahwa itu bukan saya tapi pihak bank jago dalam responnya tidak menunjukkan dukungan kepada saya malah seolah menganggap saya mainmain ini terjadi setelah saya berlangganan aliyun alibabacloud sebelum ini saya pernah berlangganan google cloud azure aws dan cloudflare tapi tidak ada kebocoran gini memang bank jago tidak bisa bantu unlink payment nya kalau itu saya saya bisa batalkan sendiri
63d6b3c2-f08b-4f57-a17e-c3c8a4ac9f73,"error force close terus, 2 minggu kemarin buka aman aman aja terus hari ini buka gk bisa cuman sampai splas screen aja dah gitu langsung close. coba update apps Masih aja, coba clear cache Masih juga gk bisa",2,negative,error force close terus minggu kemarin buka aman aman aja terus hari ini buka gk bisa cuman sampai splas screen aja dah gitu langsung close coba update apps masih aja coba clear cache masih juga gk bisa
8076a417-6140-4d5d-bd02-091a1c805fe6,"halo saya mau komplain, kejadian iji udah sebulan berlalu, tepatnya waktu tahun baruan, akun bank saya kena jebol dan di ambil uangnya oleh akun apple, lumayan totalnya, singkat cerita, saya lapor ke apple, mereka berhasil nemuin pelakunya (ada 2) dan langsung ngeblokir mereka beserta dengan transaksi menggunakan visa saya pada platform apple, jadi saya gabisa transaksi lagi, which is fine karna saya ga pake produk nya, saya juga udah ngadu ke cs bank jago, yang bisa mereka lakuin cuman ngulang",1,negative,halo saya mau komplain kejadian iji udah sebulan berlalu tepatnya waktu tahun baruan akun bank saya kena jebol dan di ambil uangnya oleh akun apple lumayan totalnya singkat cerita saya lapor ke apple mereka berhasil nemuin pelakunya ada dan langsung ngeblokir mereka beserta dengan transaksi menggunakan visa saya pada platform apple jadi saya gabisa transaksi lagi which is fine karna saya ga pake produk nya saya juga udah ngadu ke cs bank jago yang bisa mereka lakuin cuman ngulang
5f044f46-aaa4-47ae-9a65-59ff94a87fcd,"setelah update sering logout dan mesti masukin OTP dari WA, terus mesti bolak balik buat pin-sama daftarin sidik jari. ribet mau bayar qris cepet mesti login email sama masukin itu semua",1,negative,setelah update sering logout dan mesti masukin otp dari wa terus mesti bolak balik buat pinsama daftarin sidik jari ribet mau bayar qris cepet mesti login email sama masukin itu semua
90307a49-bea7-49e6-9d6d-14ee980536a3,easy to use and very usefull for my dayly act.,5,positive,easy to use and very usefull for my dayly act
e7e27ba7-9202-41e3-9197-1730bef3b851,Incredible,5,positive,incredible
ec0bd52a-edba-4ec7-ad70-976571e0097b,"Sangat tidak adil, ketika Syariah fiturnya TIDAK sama dengan jago biasa! Akhirnya tidak bisa upgrade ke tabungan bisnis, gak bisa buat saku di gopay, dll. Kalau begitu, harusnya ada pilihan untuk migrasi dari syariah ke konvensional, atau sebaliknya! Masak satu perusahaan gak bisa! Aneh!! Hm..,",1,negative,sangat tidak adil ketika syariah fiturnya tidak sama dengan jago biasa akhirnya tidak bisa upgrade ke tabungan bisnis gak bisa buat saku di gopay dll kalau begitu harusnya ada pilihan untuk migrasi dari syariah ke konvensional atau sebaliknya masak satu perusahaan gak bisa aneh hm
5fd13c8f-9a75-45c5-b5b5-25ec03a3bcab,"saya puas untuk sekarang,",5,positive,saya puas untuk sekarang
5cc1f7d0-6e3a-4606-a478-5f59c302e11d,udah pakai Jago dari 2021 dan ga kecewa dengan layanannya bahkan semakin improve. aku selalu rekomenin Jago untuk bank digital.,5,positive,udah pakai jago dari dan ga kecewa dengan layanannya bahkan semakin improve aku selalu rekomenin jago untuk bank digital
33daa0ee-75ec-4519-98ac-2938d5166a53,sorry,1,negative,sorry
c21e77fc-f8da-42cb-8e74-0e08c8f69cb3,"Sudah daftar dan terverifikasi dengan aman, isi saldo 18jt. 3 hari kemudian akunku diblockir tanpa penjelasan yang jelas. Telpon CS katanya e-ktpbku fotonya ngeblur, kocak sekali. Dari awal daftar udah diapprove, artinya sistem kalian udah memvalidasi KYC ku. Buat unblock diminta kirim e-mail foto e-ktpku, sumpa lelet banget CSnya. sudah 17 jam berlalu akunku masih keblockir. Kapok naruh uang banyak di sini, CSnya gak bisa cepet dan diandalkan. BCA gak sampe 5 menit kelar urusan blokir.",1,negative,sudah daftar dan terverifikasi dengan aman isi saldo jt hari kemudian akunku diblockir tanpa penjelasan yang jelas telpon cs katanya ektpbku fotonya ngeblur kocak sekali dari awal daftar udah diapprove artinya sistem kalian udah memvalidasi kyc ku buat unblock diminta kirim email foto ektpku sumpa lelet banget csnya sudah jam berlalu akunku masih keblockir kapok naruh uang banyak di sini csnya gak bisa cepet dan diandalkan bca gak sampe menit kelar urusan blokir
51adaba2-3e11-4c21-81f5-33f5f79c1dfc,"saya suka dengan aplikasi dan perbankannya, tp sayang untuk kantong valas kenapa hanya untuk jago saja? saya jago syariah ingin membuat kantong valas tidak bisa.. mohon agar jago syariah juga bisa membuat kantong valas. Thx",5,positive,saya suka dengan aplikasi dan perbankannya tp sayang untuk kantong valas kenapa hanya untuk jago saja saya jago syariah ingin membuat kantong valas tidak bisa mohon agar jago syariah juga bisa membuat kantong valas thx
0e0c9967-5654-456a-bec1-61974c6321cd,"Butuh fitur select all untuk pembayaran pinjaman, agak ribet kalo harus buka satu per satu.",3,negative,butuh fitur select all untuk pembayaran pinjaman agak ribet kalo harus buka satu per satu
abbad6a7-526a-4eb4-86fd-b60b196415a4,Utk management bank Jago : Mohon ditambah Free kuota transfer antar bank & payment... Saat ini sedikit sekali free kuotanya... lagi mau pertimbangkan pindah bank lain saja..,4,positive,utk management bank jago mohon ditambah free kuota transfer antar bank payment saat ini sedikit sekali free kuotanya lagi mau pertimbangkan pindah bank lain saja
a8d997f0-592d-4f3b-a58e-41f7ec1d9381,bayar pake qris lambat. plus nya free admin,2,negative,bayar pake qris lambat plus nya free admin
d93eeb0f-182f-41e6-91bc-00e7b7d83efd,benerin mic customer service kalian,1,negative,benerin mic customer service kalian
85bc4a3c-2a97-4f77-b103-49760cdf8831,"Sangat buruk, pelayanan CS lama dan lemot,",1,negative,sangat buruk pelayanan cs lama dan lemot
50ca8f23-62e6-4fdb-9f31-b97fb87571ef,"The best app that i have ever used, period. UI bagus, fitur melimpah, kemudahan maksimal, ngalahin app bank yg lain yg gw pake, jauh. Satu satunya app bank yg gw kasih review. Kekurangan cuma 1, ga ada dark mode",5,positive,the best app that i have ever used period ui bagus fitur melimpah kemudahan maksimal ngalahin app bank yg lain yg gw pake jauh satu satunya app bank yg gw kasih review kekurangan cuma ga ada dark mode
fdd79c1d-3aad-4c60-a816-9342aa702f04,Fitur-fiturnya bagus,5,positive,fiturfiturnya bagus
64da5b03-ea43-43d8-80e9-e237b1c5b769,"Pengalaman pakai Bank Jago sangat memuaskan. Tampilannya modern dan mudah digunakan, ditambah opsi Jago Syariah yang jadi nilai plus. Fitur 'Kantong' juara banget untuk misahin pos anggaran seperti budget nongkrong, tabungan, dan dana darurat. Kuota gratis transfer dan tarik tunai ATM tiap bulan sangat hemat biaya. Request kartu debit fisik juga gratis dan langsung dikirim ke rumah tanpa ribet. Secara keseluruhan, aplikasi ini sangat praktis dan solutif untuk atur keuangan harian saya.",5,positive,pengalaman pakai bank jago sangat memuaskan tampilannya modern dan mudah digunakan ditambah opsi jago syariah yang jadi nilai plus fitur kantong juara banget untuk misahin pos anggaran seperti budget nongkrong tabungan dan dana darurat kuota gratis transfer dan tarik tunai atm tiap bulan sangat hemat biaya request kartu debit fisik juga gratis dan langsung dikirim ke rumah tanpa ribet secara keseluruhan aplikasi ini sangat praktis dan solutif untuk atur keuangan harian saya
6ab815fc-acb9-445d-a152-0b92417a028e,abis di update mau log in gagal terus,1,negative,abis di update mau log in gagal terus
187be893-dccb-4107-88d1-d06b1c71e2fc,Mantappp,5,positive,mantappp
e66e73fc-4be1-4305-a78e-ff1809dc225f,"Mengganggu sekali, dispam call.",1,negative,mengganggu sekali dispam call
df094301-c3f4-465f-b5a7-12556d69c412,Saat dibuka aplikasi sering terputus koneksi internetnya. Padahal jaringan internet baik dan stabil,2,negative,saat dibuka aplikasi sering terputus koneksi internetnya padahal jaringan internet baik dan stabil
4e018c2c-5301-4acb-8a0e-29e38bf4afb0,"Aplikasi Forced Closed terus setelah update terakhir, tolong diperbaiki",1,negative,aplikasi forced closed terus setelah update terakhir tolong diperbaiki
40a4f1dd-1c3f-462f-9bb5-79e9f1acb46a,easy to use..,5,positive,easy to use
c130a484-9744-4f1d-9e39-8118fbfab6be,"Berbulan-bulan aman, sekarang pembayaran international jadi bermasalah ga bisa bayar. Udah kontak CS, akan diurus 10 hari kerja. Atas kesalahan bank, saya mesti menanggung denda yang tidak semestinya saya keluarkan.",1,negative,berbulanbulan aman sekarang pembayaran international jadi bermasalah ga bisa bayar udah kontak cs akan diurus hari kerja atas kesalahan bank saya mesti menanggung denda yang tidak semestinya saya keluarkan
ca641a02-ca52-4c7d-97f6-1fd8a1254d59,Cakep Tiap Kantong punya nomor rekening sendiri. sayangnya belum ada fitur QRIS terima transfer,4,positive,cakep tiap kantong punya nomor rekening sendiri sayangnya belum ada fitur qris terima transfer
c4d9f72e-36e1-4c36-9fae-a628239cddf0,very helpful,5,positive,very helpful
71c9ffd9-6ae1-41b8-9027-91b1cb28f7dc,"this app is the worst ever. or maybe the server, idk. can't load anything, can't do transactions.",1,negative,this app is the worst ever or maybe the server idk cant load anything cant do transactions
6ecd0298-d96f-46be-b679-56fe84a10b67,aplikasi tolol saya udh nunggu 1jam balik lagi balik lagi sampe 5jam,1,negative,aplikasi tolol saya udh nunggu jam balik lagi balik lagi sampe jam
837efebb-4430-44ba-9ca0-fb10c0736752,"kenapa setelah update selalu force closed, clear cache udah... coba install ulang juga udah",1,negative,kenapa setelah update selalu force closed clear cache udah coba install ulang juga udah
a94c9fe1-2141-4211-813f-c983e0d9e7a4,tolong tambahkan fitur tagihan bpjs ya atau fitur virtual account,5,positive,tolong tambahkan fitur tagihan bpjs ya atau fitur virtual account
dac2d4a2-877e-4852-b975-17fd006abc79,nice banyak bonus,5,positive,nice banyak bonus
b5c0666a-7397-4d1f-89b0-bf04f885eacd,good,5,positive,good
d5d9c35d-2b13-43eb-a2c4-b12721186529,give us QRIS CPM and it will be 5 stars 🤩🤩🤩,4,positive,give us qris cpm and it will be stars
d3b6211f-3369-4b8f-bb79-b154917aa410,easy to use. good user interface,5,positive,easy to use good user interface
b816c5dc-d65e-436c-83fa-8d8e2cc527ab,"apk error buang2 waktu saya saja, cs lama",1,negative,apk error buang waktu saya saja cs lama
88c2f760-680d-47d5-b8bc-4bd5543a778f,KONEKSINYA LELET. MAU TRANSAKSI QRIS AJA SUSAH!,1,negative,koneksinya lelet mau transaksi qris aja susah
ff8b1a06-0a83-4c43-8e8a-86e253f09b54,Aplikasi yang nyaman untuk digunakan selama bertransaksi,5,positive,aplikasi yang nyaman untuk digunakan selama bertransaksi
3cc985f7-187e-422a-ae7e-e9a9b1edc1fa,Error creating pocket and the error keep on happening,3,negative,error creating pocket and the error keep on happening
81906532-8bc9-4fbe-b1d2-33cb8aa4ad12,pelayanan semakin buruk. sudah 2 hari lebih topup gopay pending. saldo sudah terpotong dan csnya cuma robot,1,negative,pelayanan semakin buruk sudah hari lebih topup gopay pending saldo sudah terpotong dan csnya cuma robot
9eeb9b36-b23c-4561-a3f7-4886d12a1acc,nice ... Banyak kantong Dan bisa dipakai bersama ... mantaplah,5,positive,nice banyak kantong dan bisa dipakai bersama mantaplah
