reviewId,content,score,sentiment,clean_text,tokens,original_length,clean_length,polarity_before,polarity_after
fef9453c-0023-403c-ac8e-4645928bea1a,top,5,positif,top,['top'],1,1,0.5,0.5
38dc19d4-e3b0-4dc5-b026-d78fdbc809ef,Susah bet verifikasi Selfi nya aneh bet TB TB relog sendiri trus suruh Selfi lagi,3,negatif,susah bet verifikasi selfi nya aneh bet tb tb relog sendiri terus suruh selfi lagi,"['susah', 'bet', 'verifikasi', 'selfi', 'nya', 'aneh', 'bet', 'tb', 'tb', 'relog', 'sendiri', 'terus', 'suruh', 'selfi', 'lagi']",15,15,0.0,0.0
f2d3ae46-2220-4329-abdc-8bed50d06921,sangat memuaskan🔥,5,positif,sangat muas,"['sangat', 'muas']",2,2,0.0,0.0
5d0757f8-5014-4a02-805b-ea5b296cebba,mantap,4,positif,mantap,['mantap'],1,1,0.0,0.0
a6662f3b-007e-47de-8b99-6f874a098321,bagus,5,positif,bagus,['bagus'],1,1,0.0,0.0
77233b11-4c8b-4f85-a3d8-bac43fde67e2,jago oke,5,positif,jago oke,"['jago', 'oke']",2,2,0.0,0.0
5e9cd1b5-8cb2-4663-a919-ba384c959291,sangat bagus 👍👍👍,5,positif,sangat bagus,"['sangat', 'bagus']",3,2,0.0,0.0
becaffd5-5f26-4f8c-93a6-e5e8ea252532,"dr percakapan hari ini akan dipulihkan secepatnya akun bank Jago saya yang terblokir sementara masih ada Dana kata cs bank Jago dr telpon ke call center, yah klo masih rizkinya kembali lagi, klo bukan Rizki mungkin ini pengalaman terakhir saya menggunakan aplikasi bank Jago",2,negatif,cakap hari akan pulih cepat akun bank jago blokir sementara masih ada dana kata cs bank jago telpon call center yah kalau masih rizkinya kembali lagi kalau bukan rizki mungkin alam akhir guna aplikasi bank jago,"['cakap', 'hari', 'akan', 'pulih', 'cepat', 'akun', 'bank', 'jago', 'blokir', 'sementara', 'masih', 'ada', 'dana', 'kata', 'cs', 'bank', 'jago', 'telpon', 'call', 'center', 'yah', 'kalau', 'masih', 'rizkinya', 'kembali', 'lagi', 'kalau', 'bukan', 'rizki', 'mungkin', 'alam', 'akhir', 'guna', 'aplikasi', 'bank', 'jago']",44,36,-0.1,-0.1
14d6af80-7cbb-411c-9884-7d564097955a,"Biarkan bintang bicara,Costumer service nya cepat banget dalam menanggapi keluhan penggunanya,,terima kasih Jago.",5,positif,biar bintang bicaracostumer service nya cepat banget dalam tanggap keluh penggunanyaterima kasih jago,"['biar', 'bintang', 'bicaracostumer', 'service', 'nya', 'cepat', 'banget', 'dalam', 'tanggap', 'keluh', 'penggunanyaterima', 'kasih', 'jago']",13,13,0.0,0.0
307b9783-b224-4eba-8e8e-dfddb0a6f4e0,mudah bngt,4,positif,mudah banget,"['mudah', 'banget']",2,2,0.0,0.0
87896fd7-eac1-4af3-bc06-28ab19de5adc,fleksibel dan mudah digunakan,5,positif,fleksibel mudah guna,"['fleksibel', 'mudah', 'guna']",4,3,0.0,0.0
f16f0b8b-4fac-4ff3-8d2f-cdd3e85ff1e1,sangat bagus,5,positif,sangat bagus,"['sangat', 'bagus']",2,2,0.0,0.0
58c2ffd4-91e9-4493-a318-6e0f192229a4,Nice,5,positif,nice,['nice'],1,1,0.6,0.6
b0cc84c3-13a1-4ee8-a08e-743c28b92447,senang,5,positif,senang,['senang'],1,1,0.0,0.0
b197ade7-f77b-43b4-a4b9-6e4bd9d5977f,aplikasi scam ga bs dipake,1,negatif,aplikasi scam tidak bisa dipake,"['aplikasi', 'scam', 'tidak', 'bisa', 'dipake']",5,5,0.0,0.0
735661f3-e3d9-490d-9a1b-897311e7eb6b,semakin bagus,5,positif,makin bagus,"['makin', 'bagus']",2,2,0.0,0.0
ec26eeda-ff00-49e1-a3e7-40947c68d370,halo pak akun saya terblokir ..gimana caranya ya?,4,positif,halo pak akun blokir bagaimana cara ya,"['halo', 'pak', 'akun', 'blokir', 'bagaimana', 'cara', 'ya']",8,7,0.0,0.0
5155d635-07df-42b6-9df5-5da424d93ef7,bagus,5,positif,bagus,['bagus'],1,1,0.0,0.0
ac9da60d-7d80-408a-aef0-11542cce422a,Bismillah aku kasi bintang 5 dulu aja soalnya aku pendatang Bru ' 😁🤣,5,positif,bismillah kasi bintang dulu saja soal datang bru,"['bismillah', 'kasi', 'bintang', 'dulu', 'saja', 'soal', 'datang', 'bru']",13,8,0.0,0.0
788a4b19-043b-48f3-bfa8-12c8de0a77f0,sangat membantu,5,positif,sangat bantu,"['sangat', 'bantu']",2,2,0.0,0.0
cdb83cf7-6f5e-4310-ab92-6f13858a2fa2,mantap 👍,5,positif,mantap,['mantap'],2,1,0.0,0.0
85c6486e-8870-4a95-aeb3-9693234bc223,aplikasi bagus,5,positif,aplikasi bagus,"['aplikasi', 'bagus']",2,2,0.0,0.0
d3bc8668-813a-4d33-8a39-403f7333423f,"ga bisa login wok! mau ngubah password aja susahnya minta ampun, koneksi terputus, terjadi kesalahan, padahal jaringan baik-baik aja. Pas nanya di email eh ga ada solusi sama sekali",1,negatif,tidak bisa login wok mau ngubah password saja susah minta ampun koneksi putus jadi salah padahal jaring baikbaik saja pas nanya email eh tidak ada solusi sama sekali,"['tidak', 'bisa', 'login', 'wok', 'mau', 'ngubah', 'password', 'saja', 'susah', 'minta', 'ampun', 'koneksi', 'putus', 'jadi', 'salah', 'padahal', 'jaring', 'baikbaik', 'saja', 'pas', 'nanya', 'email', 'eh', 'tidak', 'ada', 'solusi', 'sama', 'sekali']",29,28,0.0,0.0
4aa37f03-297b-40d1-a292-e6a3657ea7db,"sangat disayangkan akun saya terkunci dan tabungan saya diblokir oleh pihak bank jago padahal sudah verifikasi lewat telpon dll,karna saldo itu diperlukan untuk kebutuhan pokok,kok lama sekali membuka blokir nya,padahal data sudah valid semua nya",5,positif,sangat sayang akun kunci tabung blokir oleh pihak bank jago padahal sudah verifikasi lewat telpon dllkarna saldo perlu butuh pokokkok lama sekali buka blokir nyapadahal data sudah valid semua nya,"['sangat', 'sayang', 'akun', 'kunci', 'tabung', 'blokir', 'oleh', 'pihak', 'bank', 'jago', 'padahal', 'sudah', 'verifikasi', 'lewat', 'telpon', 'dllkarna', 'saldo', 'perlu', 'butuh', 'pokokkok', 'lama', 'sekali', 'buka', 'blokir', 'nyapadahal', 'data', 'sudah', 'valid', 'semua', 'nya']",35,30,0.0,0.0
f9f41376-c5cc-4a4b-a94d-c1673cfc0808,terbaik,5,positif,baik,['baik'],1,1,0.0,0.0
2b19dfc5-67b4-4444-aa24-8fa46059e9fb,ok bgttt,5,positif,ok bgttt,"['ok', 'bgttt']",2,2,0.5,0.5
8ea70912-584e-4b8b-adc3-158e7476de2f,sangat bagusss,5,positif,sangat bagusss,"['sangat', 'bagusss']",2,2,0.0,0.0
6bfa65cf-1d21-4b09-9268-5550b4f541e6,good job,5,positif,good job,"['good', 'job']",2,2,0.7,0.7
00e70ef6-f7a4-4458-be83-4d08a6922efe,bagus dan mudah,5,positif,bagus mudah,"['bagus', 'mudah']",3,2,0.0,0.0
293cc98d-f799-4699-bcac-dbdbd126d171,ksh 5 biar lancar,5,positif,ksh biar lancar,"['ksh', 'biar', 'lancar']",4,3,0.0,0.0
93ceeda2-1b1d-4ea4-ae63-a9a0fab33471,saldo da kenapa tidak kirim yah .error x bang jago nya,5,positif,saldo da kenapa tidak kirim yah error x bang jago nya,"['saldo', 'da', 'kenapa', 'tidak', 'kirim', 'yah', 'error', 'x', 'bang', 'jago', 'nya']",11,11,0.0,0.0
7cf42705-50ad-45df-8335-3b643498f673,terbaik,5,positif,baik,['baik'],1,1,0.0,0.0
c1f4402f-22e0-4144-bce1-2406ffb8f45f,bagus banget ♥️♥️♥️😍😍😍😍😍,5,positif,bagus banget,"['bagus', 'banget']",3,2,0.0,0.0
20d4eb31-42d2-4c94-b611-20c20917aa23,buka kantong tabungan susah banget...jadi transfer kaga bisa tolong diperbaiki..KLO sudah kaga lemot ganti bintang 5,1,negatif,buka kantong tabung susah bangetjadi transfer kaga bisa tolong diperbaikiklo sudah kaga lot ganti bintang,"['buka', 'kantong', 'tabung', 'susah', 'bangetjadi', 'transfer', 'kaga', 'bisa', 'tolong', 'diperbaikiklo', 'sudah', 'kaga', 'lot', 'ganti', 'bintang']",16,15,0.0,0.0
430a51de-c7ff-4e57-8de9-85d5e7d3ef8f,Sangat memuaskan utk pembayaran dn penyimpanan tabungan,5,positif,sangat muas bayar dn simpan tabung,"['sangat', 'muas', 'bayar', 'dn', 'simpan', 'tabung']",7,6,0.0,0.0
0cc49abb-11ab-4a23-b649-24deb64bd2f9,oke,5,positif,oke,['oke'],1,1,0.0,0.0
9a72c6f1-a72d-49ed-afbf-e3db47e805f3,sangat puas pakai bankjago,5,positif,sangat puas pakai bankjago,"['sangat', 'puas', 'pakai', 'bankjago']",4,4,0.0,0.0
397c372e-10d9-43a9-9772-ef9ebb5846cd,membantu,5,positif,bantu,['bantu'],1,1,0.0,0.0
63e11a93-063d-4709-b26a-83ebe1dd29fa,good,5,positif,good,['good'],1,1,0.7,0.7
e50100f3-a819-485a-a3b7-e66a388a7ef9,tolong ini knapa ya setiap kali verifikasi muka langsung balik ke menu awal dan tidak bisa lanjut untuk ubah password.,1,negatif,tolong kenapa ya tiap kali verifikasi muka langsung balik menu awal tidak bisa lanjut ubah password,"['tolong', 'kenapa', 'ya', 'tiap', 'kali', 'verifikasi', 'muka', 'langsung', 'balik', 'menu', 'awal', 'tidak', 'bisa', 'lanjut', 'ubah', 'password']",20,16,0.0,0.0
224ccd1e-9c33-4156-82a6-4c3bc5b93c8b,karna ulasan banyak minus otw di unistal gk jadi daptar.🙏,2,negatif,karena ulas banyak minus otw unistal tidak jadi daptar,"['karena', 'ulas', 'banyak', 'minus', 'otw', 'unistal', 'tidak', 'jadi', 'daptar']",10,9,-0.1,-0.1
7278c787-c342-4b8f-b1a0-2ed53612e0cd,pinjaman bisa gk nih ehehhehe,5,positif,pinjam bisa tidak ehehhehe,"['pinjam', 'bisa', 'tidak', 'ehehhehe']",5,4,0.0,0.0
6b956950-024f-416a-980c-b76238ebb03f,keren deh pokoknya bank digital 1 ini. sering2 kasih bonus yah.....heheehe,5,positif,keren deh pokok bank digital sering kasih bonus yahheheehe,"['keren', 'deh', 'pokok', 'bank', 'digital', 'sering', 'kasih', 'bonus', 'yahheheehe']",11,9,0.0,0.0
20588a9d-e478-4ffe-8354-848d2f89839e,cukup oke ini bank jago di satuin ke gopay matap,5,positif,cukup oke bank jago satuin gopay matap,"['cukup', 'oke', 'bank', 'jago', 'satuin', 'gopay', 'matap']",10,7,0.0,0.0
8f4d10c6-8079-429c-8bce-c09ad2463a6a,aplikasi banyak akun yang tidak bisa diakses tanpa sebab,1,negatif,aplikasi banyak akun tidak bisa akses tanpa sebab,"['aplikasi', 'banyak', 'akun', 'tidak', 'bisa', 'akses', 'tanpa', 'sebab']",9,8,0.0,0.0
fd738ba0-7629-450d-a198-1be6423ee3cf,"aplikasi sangat bagus, dengan bonus yang cukup memuaskan",5,positif,aplikasi sangat bagus dengan bonus cukup muas,"['aplikasi', 'sangat', 'bagus', 'dengan', 'bonus', 'cukup', 'muas']",8,7,0.0,0.0
648d4d15-64f6-43c9-bff0-38074515aac9,sangat puas,5,positif,sangat puas,"['sangat', 'puas']",2,2,0.0,0.0
f2ffc1fe-8abd-4d86-9d5c-c3f535fae158,Aplikasi bank jago nih sangat baik belum ada kendala apapun dan mudah digunakan ..,5,positif,aplikasi bank jago sangat baik belum ada kendala apa mudah guna,"['aplikasi', 'bank', 'jago', 'sangat', 'baik', 'belum', 'ada', 'kendala', 'apa', 'mudah', 'guna']",14,11,0.0,0.0
f1124684-8ec1-4047-b4ec-f3dc7b72a23a,"mantap, costumer Service nya bisa diandalkan",5,positif,mantap costumer service nya bisa andal,"['mantap', 'costumer', 'service', 'nya', 'bisa', 'andal']",6,6,0.0,0.0
d24fb278-d05b-41ce-946a-3a18ef91fc25,tetep ga bisa login,1,negatif,tetep tidak bisa login,"['tetep', 'tidak', 'bisa', 'login']",4,4,0.0,0.0
a6f6d2ed-c4e6-4474-b0f7-ea2bc5e8cf56,bagus,5,positif,bagus,['bagus'],1,1,0.0,0.0
1c73a6d0-9c78-4240-9589-a903803983d2,urusan koneksi buruk sekali sinyal saya bagus tapi aplikasi terus terusan bilang koneksi terputus muak saya kalau mau pakai harus nunggu atau kena error terus percuma fitur banyak kalau aplikasinya aja susah diakses Perbaiki server atau optimasinya jangan bikin pengguna emosi,2,negatif,urus koneksi buruk sekali sinyal bagus tapi aplikasi terus terus bilang koneksi putus muak kalau mau pakai harus nunggu atau kena error terus percuma fitur banyak kalau aplikasi saja susah akses baik server atau optimasinya jangan bikin guna emosi,"['urus', 'koneksi', 'buruk', 'sekali', 'sinyal', 'bagus', 'tapi', 'aplikasi', 'terus', 'terus', 'bilang', 'koneksi', 'putus', 'muak', 'kalau', 'mau', 'pakai', 'harus', 'nunggu', 'atau', 'kena', 'error', 'terus', 'percuma', 'fitur', 'banyak', 'kalau', 'aplikasi', 'saja', 'susah', 'akses', 'baik', 'server', 'atau', 'optimasinya', 'jangan', 'bikin', 'guna', 'emosi']",41,39,0.0,0.0
86395c18-beed-4f81-89b1-f7f6ae32907b,terlalu ribet,1,negatif,terlalu ribet,"['terlalu', 'ribet']",2,2,0.0,0.0
eb85f4a8-f086-4047-83f1-29855bd513ec,"aku masih punya FC KTP, dan nomor jago, tapi aku lupa password jadi gimana log-in nya sedangkan nomor yg di pakai buat rekening jago udah non aktif (lenyap)",5,positif,masih punya fc ktp nomor jago tapi lupa password jadi bagaimana login nya sedang nomor pakai buat rekening jago sudah non aktif lenyap,"['masih', 'punya', 'fc', 'ktp', 'nomor', 'jago', 'tapi', 'lupa', 'password', 'jadi', 'bagaimana', 'login', 'nya', 'sedang', 'nomor', 'pakai', 'buat', 'rekening', 'jago', 'sudah', 'non', 'aktif', 'lenyap']",28,23,0.0,0.0
b1c3b5ef-9bea-4d61-8144-f747c67f85ee,"aplikasinya terlalu berat, jadi saat buka aplikasinya rada lemot nda nga smooth",3,negatif,aplikasi terlalu berat jadi saat buka aplikasi rada lot nda nga smooth,"['aplikasi', 'terlalu', 'berat', 'jadi', 'saat', 'buka', 'aplikasi', 'rada', 'lot', 'nda', 'nga', 'smooth']",12,12,0.4,0.4
d28a6e79-4bc1-4f8a-a53f-47ee699ec3a2,bank jago selalu di hati,5,positif,bank jago selalu hati,"['bank', 'jago', 'selalu', 'hati']",5,4,0.0,0.0
74c2525a-b59f-452d-a973-b3f3a6bf0340,bagus,5,positif,bagus,['bagus'],1,1,0.0,0.0
a77e05f0-06e6-4009-872f-24b873d4950c,So far ini terbaik sih,5,positif,so far baik sih,"['so', 'far', 'baik', 'sih']",5,4,0.1,0.1
653b6b56-c042-4910-97a1-35fd111fa7cd,"ribet mengganti no hp yg sudah tidak aktif/ hilang, meskipun ada KTP dan email yg terhubung dengan akun jago.",1,negatif,ribet ganti no hp sudah tidak aktif hilang meski ada ktp email hubung dengan akun jago,"['ribet', 'ganti', 'no', 'hp', 'sudah', 'tidak', 'aktif', 'hilang', 'meski', 'ada', 'ktp', 'email', 'hubung', 'dengan', 'akun', 'jago']",19,16,0.0,0.0
dbba4187-de34-46f8-8174-168db9a72042,sangat puas,5,positif,sangat puas,"['sangat', 'puas']",2,2,0.0,0.0
d60d1342-7976-4e12-92f1-1d315a8a9215,mohon adminya yang serius lah akun saya kok bisa terkunci tanpa ada sebabnya.,5,positif,mohon adminya serius lah akun kok bisa kunci tanpa ada sebab,"['mohon', 'adminya', 'serius', 'lah', 'akun', 'kok', 'bisa', 'kunci', 'tanpa', 'ada', 'sebab']",13,11,0.0,0.0
fce74887-cefa-45fc-8d83-79737c3abaa2,bagus bngt,5,positif,bagus banget,"['bagus', 'banget']",2,2,0.0,0.0
67967a9d-dcf1-4c1a-bb76-5e771e6e9249,sangat bagus,5,positif,sangat bagus,"['sangat', 'bagus']",2,2,0.0,0.0
3113da6e-8090-4317-9011-cc8da2b31bc5,mantap kali,5,positif,mantap kali,"['mantap', 'kali']",2,2,0.0,0.0
7061af0c-73a5-4c97-88ce-66284bef7dfd,lupa paswrod nomor mati gmna cara nya untuk login bingung gw,1,negatif,lupa paswrod nomor mati bagaimana cara nya login bingung,"['lupa', 'paswrod', 'nomor', 'mati', 'bagaimana', 'cara', 'nya', 'login', 'bingung']",11,9,0.0,0.0
73a09439-222a-4995-981e-0390d5091966,"Keren fasiltas mudah digunakan, semua transaksi jadi lancar",5,positif,keren fasiltas mudah guna semua transaksi jadi lancar,"['keren', 'fasiltas', 'mudah', 'guna', 'semua', 'transaksi', 'jadi', 'lancar']",8,8,0.0,0.0
6823fcc3-b10d-42dd-8707-60f0cf0b0458,suka,5,positif,suka,['suka'],1,1,0.0,0.0
ba690699-ed1c-4a82-9e9f-78edda72aade,"sangat kecewa dgn apk ini, nggak ada t4 cs Bagian login, saya mau masuk ke akun saya tapi nomor yng sudah saya daftarkan udah mati dan di dalam nya ada saldo juga, mau mengadu atau minta bantuan nggak ada t4 cs sangat sangat kecewa dgn ini",1,negatif,sangat kecewa dengan aplikasi tidak ada t cs bagi login mau masuk akun tapi nomor sudah daftar sudah mati dalam nya ada saldo juga mau adu atau minta bantu tidak ada t cs sangat sangat kecewa dengan,"['sangat', 'kecewa', 'dengan', 'aplikasi', 'tidak', 'ada', 't', 'cs', 'bagi', 'login', 'mau', 'masuk', 'akun', 'tapi', 'nomor', 'sudah', 'daftar', 'sudah', 'mati', 'dalam', 'nya', 'ada', 'saldo', 'juga', 'mau', 'adu', 'atau', 'minta', 'bantu', 'tidak', 'ada', 't', 'cs', 'sangat', 'sangat', 'kecewa', 'dengan']",46,37,0.0,0.0
0b7d84a0-afa9-419e-a57a-d844e819766d,keren dah,5,positif,keren sudah,"['keren', 'sudah']",2,2,0.0,0.0
e4c1df86-ac88-4fa2-8114-395af16ce3ff,aplikasi busuk,1,negatif,aplikasi busuk,"['aplikasi', 'busuk']",2,2,0.0,0.0
27cf063a-e7e8-48ca-a40c-060416a7ce34,"saya heran liat bg jago.saya ingin membersih kn nma.saya sudah krm pesan d email,tp TDK d beri tahu jln solusi y.saya Nayak karna ad yg mencurik data saya,mka y saya TDK paham cara y.tolong bagi admin sistem bg jago tolong d bantu masalah in.jgn seperti in",1,negatif,heran liat bg jagosaya ingin bersih kn nmasaya sudah krm pesan d emailtp tidak d beri tahu jln solusi ysaya nayak karena ad curik data sayamka y tidak paham cara ytolong bagi admin sistem bg jago tolong d bantu masalah injgn seperti,"['heran', 'liat', 'bg', 'jagosaya', 'ingin', 'bersih', 'kn', 'nmasaya', 'sudah', 'krm', 'pesan', 'd', 'emailtp', 'tidak', 'd', 'beri', 'tahu', 'jln', 'solusi', 'ysaya', 'nayak', 'karena', 'ad', 'curik', 'data', 'sayamka', 'y', 'tidak', 'paham', 'cara', 'ytolong', 'bagi', 'admin', 'sistem', 'bg', 'jago', 'tolong', 'd', 'bantu', 'masalah', 'injgn', 'seperti']",46,42,0.0,0.0
14598d77-6a48-4988-a463-db30e1fde71a,sangat baik dan mudah tanpa ribet,5,positif,sangat baik mudah tanpa ribet,"['sangat', 'baik', 'mudah', 'tanpa', 'ribet']",6,5,0.0,0.0
f98a4c33-0d85-42a7-bfb1-da5e1b75fe89,banyak cashback bro,5,positif,banyak cashback bro,"['banyak', 'cashback', 'bro']",3,3,0.0,0.0
61c2c1f1-4166-4d0b-9417-0e7c1326aa91,"kenapa akhir2 ini saya selalu tdk brhasil login di jago dgn hp yg biasa sy gunakan, pdhl sdh ulang2 install dan unistal. akhirnya sy hrs instal di device yg lain baru brhasil login",2,negatif,kenapa akhir selalu tidak brhasil login jago dengan hp biasa guna pdhl sudah ulang install unistal akhir hrs instal device lain baru brhasil login,"['kenapa', 'akhir', 'selalu', 'tidak', 'brhasil', 'login', 'jago', 'dengan', 'hp', 'biasa', 'guna', 'pdhl', 'sudah', 'ulang', 'install', 'unistal', 'akhir', 'hrs', 'instal', 'device', 'lain', 'baru', 'brhasil', 'login']",33,24,0.0,0.0
6624dc49-f785-4c69-a160-1140a8c7ba10,Mantap,5,positif,mantap,['mantap'],1,1,0.0,0.0
